%
% Commandline
%
% weka.datagenerators.clusterers.SubspaceCluster -r D05 -S 1 -a 5 -c -P 0.0 -C "-G 1,2,3,4,5 -D 224.0,26.0,500.0,500.0,500.0,500.0,847.0,136.0,500.0,500.0 -N 150..300" -C "-G 1,2,3,4,5 -D 482.0,110.0,500.0,500.0,500.0,500.0,500.0,500.0,904.0,63.0 -N 150..300" -C "-G 1,2,3,4,5 -D 500.0,500.0,16.0,77.0,500.0,500.0,598.0,87.0,500.0,500.0 -N 150..300" -C "-G 1,2,3,4,5 -D 668.0,62.0,500.0,500.0,139.0,105.0,986.0,67.0,500.0,500.0 -N 150..300" -C "-G 1,2,3,4,5 -D 846.0,125.0,942.0,66.0,984.0,74.0,500.0,500.0,500.0,500.0 -N 150..300" -C "-G 1,2,3,4,5 -D 95.0,130.0,500.0,500.0,500.0,500.0,401.0,92.0,209.0,115.0 -N 150..300" -C "-G 1,2,3,4,5 -D 500.0,500.0,383.0,130.0,483.0,108.0,51.0,35.0,990.0,90.0 -N 150..300" -C "-G 1,2,3,4,5 -D 568.0,126.0,535.0,81.0,500.0,500.0,204.0,63.0,422.0,84.0 -N 150..300" -C "-G 1,2,3,4,5 -D 500.0,500.0,993.0,120.0,722.0,141.0,113.0,137.0,541.0,115.0 -N 150..300" -C "-G 1,2,3,4,5 -D 993.0,74.0,152.0,138.0,417.0,43.0,500.0,500.0,696.0,98.0 -N 150..300"
%
%
% Prologue
%
%
% Cluster: c0   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 224.0 StdDev: 26.0
% Attribute: 1 Mean: 500.0 StdDev: 500.0
% Attribute: 2 Mean: 500.0 StdDev: 500.0
% Attribute: 3 Mean: 847.0 StdDev: 136.0
% Attribute: 4 Mean: 500.0 StdDev: 500.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  259
%
% Cluster: c1   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 482.0 StdDev: 110.0
% Attribute: 1 Mean: 500.0 StdDev: 500.0
% Attribute: 2 Mean: 500.0 StdDev: 500.0
% Attribute: 3 Mean: 500.0 StdDev: 500.0
% Attribute: 4 Mean: 904.0 StdDev: 63.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  211
%
% Cluster: c2   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 500.0 StdDev: 500.0
% Attribute: 1 Mean: 16.0 StdDev: 77.0
% Attribute: 2 Mean: 500.0 StdDev: 500.0
% Attribute: 3 Mean: 598.0 StdDev: 87.0
% Attribute: 4 Mean: 500.0 StdDev: 500.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  181
%
% Cluster: c3   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 668.0 StdDev: 62.0
% Attribute: 1 Mean: 500.0 StdDev: 500.0
% Attribute: 2 Mean: 139.0 StdDev: 105.0
% Attribute: 3 Mean: 986.0 StdDev: 67.0
% Attribute: 4 Mean: 500.0 StdDev: 500.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  199
%
% Cluster: c4   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 846.0 StdDev: 125.0
% Attribute: 1 Mean: 942.0 StdDev: 66.0
% Attribute: 2 Mean: 984.0 StdDev: 74.0
% Attribute: 3 Mean: 500.0 StdDev: 500.0
% Attribute: 4 Mean: 500.0 StdDev: 500.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  295
%
% Cluster: c5   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 95.0 StdDev: 130.0
% Attribute: 1 Mean: 500.0 StdDev: 500.0
% Attribute: 2 Mean: 500.0 StdDev: 500.0
% Attribute: 3 Mean: 401.0 StdDev: 92.0
% Attribute: 4 Mean: 209.0 StdDev: 115.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  150
%
% Cluster: c6   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 500.0 StdDev: 500.0
% Attribute: 1 Mean: 383.0 StdDev: 130.0
% Attribute: 2 Mean: 483.0 StdDev: 108.0
% Attribute: 3 Mean: 51.0 StdDev: 35.0
% Attribute: 4 Mean: 990.0 StdDev: 90.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  294
%
% Cluster: c7   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 568.0 StdDev: 126.0
% Attribute: 1 Mean: 535.0 StdDev: 81.0
% Attribute: 2 Mean: 500.0 StdDev: 500.0
% Attribute: 3 Mean: 204.0 StdDev: 63.0
% Attribute: 4 Mean: 422.0 StdDev: 84.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  290
%
% Cluster: c8   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 500.0 StdDev: 500.0
% Attribute: 1 Mean: 993.0 StdDev: 120.0
% Attribute: 2 Mean: 722.0 StdDev: 141.0
% Attribute: 3 Mean: 113.0 StdDev: 137.0
% Attribute: 4 Mean: 541.0 StdDev: 115.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  292
%
% Cluster: c9   Gaussian
% ----------------------------------------------
% Attribute: 0 Mean: 993.0 StdDev: 74.0
% Attribute: 1 Mean: 152.0 StdDev: 138.0
% Attribute: 2 Mean: 417.0 StdDev: 43.0
% Attribute: 3 Mean: 500.0 StdDev: 500.0
% Attribute: 4 Mean: 696.0 StdDev: 98.0
%
% Number of Instances:            150..300
% Generated Number of Instances:  290
%
% ----------------------------------------------
% Total Number of Instances: 2461
%                            in 10 Cluster(s)
%
%
@relation D05

@attribute X0 numeric
@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute class {c0,c1,c2,c3,c4,c5,c6,c7,c8,c9}

@data
194.924637,0.0,0.0,855.058747,295.794336,c0
231.480447,722.616121,22.094056,801.420071,4.374727,c0
239.895125,978.592515,405.182114,848.205448,713.249977,c0
207.730073,0.0,1000.0,895.343701,0.0,c0
235.830759,0.0,0.0,869.268724,251.104447,c0
189.34902,309.300538,0.0,987.411945,1000.0,c0
202.44709,666.241159,0.0,758.557528,0.0,c0
206.828798,500.371204,544.788039,879.085891,870.505302,c0
291.414037,0.0,171.211733,606.009603,257.797444,c0
209.808151,1000.0,1000.0,903.075071,1000.0,c0
240.923791,16.957883,137.951527,958.666569,710.324977,c0
236.114681,0.0,713.019197,813.133411,662.173053,c0
248.888295,1000.0,503.138478,890.803446,109.213529,c0
236.340365,554.089292,437.171116,1000.0,316.032378,c0
202.74293,619.64542,304.998439,857.277979,975.83612,c0
193.747339,660.073291,1000.0,616.819531,1000.0,c0
214.239696,839.852565,1000.0,780.277779,114.392351,c0
187.073773,666.034029,779.399691,767.029149,472.744547,c0
206.840518,565.019552,892.521215,1000.0,672.677314,c0
218.410836,0.0,915.949057,626.596615,1000.0,c0
203.415125,0.0,426.861581,669.444061,984.184019,c0
254.817022,557.244139,600.931288,996.69156,1000.0,c0
214.690756,626.211617,319.905202,943.342462,596.123202,c0
240.439888,130.224911,810.446909,773.972294,1000.0,c0
232.586009,197.535919,0.0,1000.0,0.0,c0
174.590728,1000.0,130.024957,998.943197,124.425571,c0
270.156869,0.0,232.950436,1000.0,863.893291,c0
248.007687,143.913358,972.803213,635.905869,336.93043,c0
211.064269,321.370409,1000.0,965.009388,678.995358,c0
182.472001,695.223988,603.934233,952.14568,140.323927,c0
190.831057,391.414911,1000.0,895.91732,991.751026,c0
187.5504,121.942122,61.659995,648.658235,23.625234,c0
233.638811,659.38366,153.427879,648.118787,433.396852,c0
225.257472,151.849642,589.271754,977.955901,0.0,c0
205.805203,674.148695,165.414104,683.136235,0.0,c0
232.652573,1000.0,533.242138,825.993906,271.459783,c0
248.43483,1000.0,1000.0,599.295442,669.588492,c0
227.686292,0.0,350.279879,997.895131,0.0,c0
233.144076,308.197016,251.318784,585.277233,1000.0,c0
255.654023,0.0,1000.0,830.061414,1000.0,c0
230.088863,462.554237,552.207734,827.69925,864.730772,c0
238.739053,369.779712,74.778064,936.337183,140.460178,c0
258.444306,865.704723,265.720297,921.579456,0.0,c0
243.636758,817.835552,943.051954,832.76724,0.0,c0
225.921598,1000.0,168.777501,859.166262,349.617054,c0
246.643666,0.0,817.627516,800.005641,821.735041,c0
234.490673,1000.0,0.0,777.014665,964.808578,c0
240.939415,421.944774,1000.0,732.334944,479.42761,c0
150.993304,0.0,1000.0,769.575976,403.631089,c0
196.737973,1000.0,607.682605,861.669709,913.201449,c0
213.286673,0.0,0.0,838.109264,996.955013,c0
217.970896,744.881908,1000.0,758.219944,255.658093,c0
245.08765,0.0,457.677001,854.469684,0.0,c0
255.552629,0.0,1000.0,955.320193,663.12268,c0
229.005675,209.619007,1000.0,996.281134,532.008108,c0
246.514091,318.773941,314.4274,924.749413,885.573844,c0
280.105414,0.0,0.0,716.700674,1000.0,c0
192.047019,789.905768,665.521824,1000.0,585.345539,c0
235.861792,831.683066,622.547422,612.750032,1000.0,c0
245.96143,125.56565,516.485922,1000.0,564.911938,c0
270.299481,616.518064,935.12936,1000.0,402.323073,c0
239.340994,0.0,170.53594,845.750325,749.175384,c0
242.978706,1000.0,59.886254,823.156328,712.262032,c0
232.080997,502.916313,0.0,798.285395,29.119019,c0
183.03695,941.226045,0.0,823.744383,87.528341,c0
225.994435,679.963694,706.402174,728.267588,570.038379,c0
169.347259,367.176502,1000.0,855.479712,133.689315,c0
247.871906,0.0,694.665055,695.897915,684.265144,c0
223.301869,926.067579,417.216451,1000.0,1000.0,c0
225.72333,0.0,408.497654,958.725982,620.089305,c0
223.280148,1000.0,0.0,831.624356,782.818454,c0
180.211039,323.535648,0.0,1000.0,913.638584,c0
219.470613,399.714831,785.517458,735.698705,240.720219,c0
250.130707,99.104171,186.385838,774.167769,404.119028,c0
240.740594,132.127576,0.0,550.864848,591.46144,c0
273.28651,403.873996,528.054896,687.08742,0.0,c0
231.141947,1000.0,787.28545,918.120186,732.619427,c0
257.956586,472.616716,155.305137,953.418466,861.49637,c0
235.731881,0.0,238.360373,876.993889,20.089038,c0
243.265511,0.0,576.341103,831.618684,1000.0,c0
219.82733,691.776495,909.27532,902.797722,304.498359,c0
225.992261,960.94545,585.221763,850.068949,0.0,c0
179.36733,131.600701,727.314547,811.718518,0.0,c0
219.190403,1000.0,198.093798,781.015015,0.0,c0
196.167994,903.866637,0.0,666.058958,688.342299,c0
241.699538,770.467547,412.495649,822.069264,422.954979,c0
248.007753,1000.0,0.0,790.788629,55.067966,c0
239.827862,0.0,507.006347,806.849127,451.657807,c0
216.707941,452.819899,414.862223,787.140796,913.362237,c0
188.944171,300.521206,86.669622,797.14177,798.813514,c0
236.490267,1000.0,0.0,732.607901,958.819674,c0
220.921799,1000.0,512.996349,699.851573,506.809507,c0
233.282329,104.08986,790.01084,847.450898,8.27659,c0
222.537685,605.040311,477.767659,652.021623,650.044497,c0
242.191747,1000.0,408.167783,738.946937,725.410264,c0
248.143925,885.805753,707.543783,971.549226,668.163331,c0
189.080039,422.588793,276.766058,817.927723,633.322834,c0
199.658427,818.223439,0.0,1000.0,137.48911,c0
232.350911,0.0,0.0,1000.0,425.238207,c0
219.841245,274.040463,801.882798,1000.0,359.279598,c0
233.376149,949.680809,44.049565,734.468853,292.264822,c0
199.431405,1000.0,0.0,755.503963,1000.0,c0
190.172784,125.380357,1000.0,949.243506,925.043586,c0
242.050199,1000.0,811.273445,793.136211,1000.0,c0
223.564341,550.49602,477.203473,891.588702,1000.0,c0
198.97351,509.586348,752.010266,861.227999,304.544668,c0
231.552993,326.612891,36.728563,760.215898,313.132539,c0
135.269466,138.626628,1000.0,907.340956,940.523164,c0
192.662244,798.546866,818.589032,920.577668,528.224172,c0
221.198474,1000.0,0.0,985.984954,831.08115,c0
222.64965,1000.0,565.983431,861.12985,0.0,c0
232.985134,414.319498,1000.0,756.146847,545.345772,c0
243.52331,1000.0,607.054553,913.038704,173.108332,c0
179.808987,566.816775,319.518752,957.031453,371.038597,c0
219.390055,1000.0,199.319778,789.391774,588.897877,c0
239.958646,418.511264,796.515895,810.481115,120.443575,c0
191.595448,741.598902,848.486836,925.514696,403.023164,c0
213.882575,0.0,1000.0,796.905114,929.015372,c0
242.332727,982.23508,1000.0,1000.0,569.304077,c0
219.913663,1000.0,0.0,1000.0,113.131993,c0
245.906534,0.0,628.806794,1000.0,924.623002,c0
252.527757,1000.0,940.680602,874.859243,842.46545,c0
216.536106,635.389601,0.0,659.016706,620.618637,c0
212.598853,965.458077,8.532208,627.684711,796.735709,c0
222.014635,119.03049,382.430276,970.966256,382.74524,c0
277.294177,264.654626,233.294034,816.641037,661.679108,c0
259.477875,0.0,567.470469,936.219838,0.0,c0
210.603018,1000.0,523.501307,520.336273,1000.0,c0
244.092994,711.579405,768.058308,801.045657,106.952522,c0
199.409219,1000.0,693.644775,888.880307,404.646988,c0
198.524573,0.0,272.198855,820.207979,619.549342,c0
211.145771,533.825739,8.386785,816.68799,1000.0,c0
252.545211,1000.0,181.534262,800.254078,283.609879,c0
232.454085,1000.0,157.823772,1000.0,976.674015,c0
210.695651,901.076932,549.092587,828.450997,0.0,c0
210.404369,1000.0,364.332232,805.920115,18.631337,c0
212.316087,0.0,105.378444,717.820696,447.136102,c0
222.025165,1000.0,752.09266,905.453901,40.654912,c0
223.900892,810.014323,406.644906,900.881339,1000.0,c0
188.648372,1000.0,213.190789,917.718626,829.385355,c0
216.14242,1000.0,1000.0,1000.0,713.109308,c0
255.322387,435.868038,835.433479,834.152548,0.0,c0
175.674725,457.686873,403.688797,1000.0,819.155025,c0
222.932772,1000.0,557.249148,704.40517,578.356111,c0
167.983034,1000.0,264.941506,899.148442,462.374353,c0
240.529453,349.309777,588.963839,857.023002,0.0,c0
210.82,1000.0,0.0,1000.0,864.277305,c0
199.664215,440.799509,0.0,652.540573,293.535105,c0
241.065844,990.205145,1000.0,752.43616,513.350083,c0
210.756991,648.239714,352.178138,964.996278,503.288668,c0
251.499923,0.0,1000.0,864.400913,402.394246,c0
236.485418,520.377706,237.04394,1000.0,706.481448,c0
208.340024,933.236081,987.372687,679.391347,503.375166,c0
222.41432,1000.0,722.839255,980.8125,1000.0,c0
224.761978,358.975808,207.80068,1000.0,59.399095,c0
240.278579,500.255912,712.440688,885.27153,207.104927,c0
280.940979,0.0,621.122945,905.240459,561.220145,c0
235.889253,0.0,296.703642,710.850184,191.762085,c0
239.356081,1000.0,995.498597,796.642031,589.858657,c0
203.881512,228.558253,122.227871,792.337723,689.632585,c0
223.704906,900.388329,0.0,905.785262,664.859257,c0
248.529789,108.348149,1000.0,1000.0,17.468904,c0
211.578444,78.175984,313.804218,996.477456,1000.0,c0
221.651799,183.334846,0.0,735.647446,290.85113,c0
202.172302,0.0,827.544574,884.766068,1000.0,c0
190.055327,451.716411,144.459949,977.888176,782.348082,c0
188.673493,196.172255,578.535193,783.655461,480.620352,c0
